ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
81,English Manor,,Kelowna,BC,V1Y 1J7,,,1,502.0,68.0,615.6,2019-09-01,draft,House,,,,"['Gym', 'Onsite management']",,,,"['Blankets', 'Fridge']",Double bed,"['Smoke Detector', 'Security alarm']","['Free parking on site', 'Tv', 'Swimming pool', 'Fenced yard', 'Kitchenware']",['No alcohol'],,,Kelowna
82,Nice place,,Kelowna,BC,V3E 77K,,,1,792.0,108.0,972.0,2019-09-01,draft,Townhouse,,,,['Swimming pool'],,,,['Desk'],,['Security alarm'],['Street parking'],['No alcohol'],,,Kelowna
86,ij;ioj;io;oh,,Kelowna,BC,FFE ECEE,,,1,763.0,104.0,936.36,2019-08-01,draft,House,,,,['Swimming pool'],['Pantry Items'],,,"['Blankets', 'Desk']",,['Smoke Detector'],['Street parking'],['No shoes inside'],,,Kelowna
88,;j;oij08u08u9[,,Kelowna,BC,78Y HIUIU,,,1,7918.0,1080.0,9717.84,2019-08-01,draft,Suite,,,,"['Storage locker', 'Onsite management']","['Pantry Items', 'Condiments']",,,,Twin bed,['Smoke Detector'],"['Washer', 'Dryer', 'Cable / Satellite']",['No smoking'],,,Kelowna
89,Mango House,,Kelowna,BC,V1X 5C6,,,1,440.0,60.0,540.0,2019-09-01,draft,Townhouse,,,,"['Swimming pool', 'Storage locker']",,,,['Blankets'],Double bed,"['Carbon Monoxide Detector', 'Security alarm']","['Free parking on site', 'Street parking', 'Blow dryer', 'Kitchenware']","['No smoking', 'No alcohol']",,,Kelowna
90,Clean bedroom in Prince George,,Prince George,BC,V2L 1S9,,,1,502.0,68.0,615.6,2019-08-01,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean']",,,Prince George
91,"Clean, spacious & comfortable living",,Kelowna,BC,V1X 4Z6,,,1,704.0,96.0,864.0,2019-08-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Closet', 'Drawers', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
92,Family home - private but community when you want:),,Lake Country,BC,V4V 1A1,,,1,484.0,66.0,594.0,2019-08-01,deleted,House,,,,['Common lounge'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Desk', 'Closet']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron', 'Blow dryer']",,,,Lake Country
93,Loving Lake Country ~ Closer than you think!,,Lake Country,BC,V4V 1A1,,,1,572.0,78.0,702.0,2020-08-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent']",,,"['Towels', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Blow dryer', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Lake Country
95,Room for rent in a shared house with a female working professional.,,Kelowna,BC,V1W 4P4,,,1,710.0,97.0,871.56,2019-09-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
96,Clean Room with own bathroom,,Abbotsford,BC,V4X 2A3,,,1,502.0,69.0,616.68,2022-08-01,draft,House,,,,,"['Pantry Items', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Pillows', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Fenced yard', 'Kitchenware']","['No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Abbotsford
97,,,,,,,,1,1320.0,180.0,1620.0,2019-08-01,deleted,Other,,,,,,,,,,,,,,,
98,Clean bedroom in Prince George,,Prince George,BC,V2L 1S9,,,1,502.0,68.0,615.6,2019-08-01,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean']",,,Prince George
99,"1500sqft suited,semi private,fully furnished place to call your own!!",,Kelowna,BC,V1X 4Z6,,,1,616.0,84.0,756.0,2019-08-01,draft,House,,,,,"['Condiments', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Closet', 'Drawers', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
100,Your Spacious Room Close to bus transit 10min. to UBCO (second room),,Kelowna,BC,V1X 4Z6,,,1,616.0,84.0,756.0,2019-08-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Drawers', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
101,Lg  Basement BDRM,,Prince George,BC,V2M 3L3,,,1,440.0,60.0,540.0,2019-09-01,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Towels', 'Drawers']",,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Blow dryer']",['Keep spaces clean'],,,Prince George
104,"Clean, inviting sanctuary close to college",,Nanaimo,BC,V9R 4R6,,,1,572.0,78.0,702.0,2020-01-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Nanaimo
105,Clean bedroom with own bathroom by Costco (Female Only),,Kelowna,BC,V1X 7H3,,,1,585.0,80.0,718.2,2020-03-29,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Lamp']",Queen bed,['Fire Extinguisher'],"['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Window covering', 'Kitchenware']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
108,"Room for rent with a working professional couple in Vernon, East Hill","Shared bathroom with other roommate, shared kitchen. Large bedroom. Living room downstairs with TV.",Vernon,BC,V1T 8C8,,,1,502.0,68.0,615.6,2019-10-01,draft,House,,,,"['Swimming pool', 'Common lounge']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Closet']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron']","['Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Vernon
109,Clean bedroom Sterling Estates,,Prince George,BC,V2M 6H5,,,1,462.0,63.0,567.0,2019-08-01,deleted,House,,,,['Common lounge'],['Toilet Paper'],,,"['Bedding', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Twin bed,"['Fire Extinguisher', 'Smoke Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Prince George
110,Toronto awesome room,,Toronto,ON,H1H 1H1,,,1,488.0,67.0,599.4,2019-09-01,draft,Townhouse,,,,"['Shared hot tub', 'Onsite management']",['Condiments'],,,"['Blankets', 'Towels']",,['Fire Extinguisher'],"['Stove and oven', 'Fridge', 'Washer', 'Dryer', 'Cable / Satellite', 'Blow dryer']",['No alcohol'],,,Toronto
111,Furnished bedroom with private bathroom,,Kelowna,BC,V1X 8A3,,,1,627.0,85.0,768.96,2020-01-01,draft,Townhouse,,,,,['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors']",,,Kelowna
112,Private bed and bath with single woman in Rutland area,5min walk to bus stops with drect to both ok college and ubco,Kelowna,BC,V1X 7P1,,,1,1000.0,150.0,1242.0,2019-09-01,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Twin bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron']","['No smoking', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Kelowna
113,,,,,,,,1,616.0,84.0,756.0,2019-08-01,deleted,Other,,,,,,,,,,,,,,,
114,Clean furnished rooms with shared bath and private living space in Glenmore,,Kelowna,BC,V1Y 7H3,,,1,627.0,85.0,768.96,2019-08-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,"['Bedding', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
115,Private Room with a view in a New Townhouse,"Bright and airy private bedroom for rent in a new townhouse on Middleton Mountain. The room is furnished with a single bed that converts to a king and a small dresser, and can be unfurnished as well. 

The view from the room looks northwest over the city of Vernon and towards Swan Lake. The neighbourhood is quiet, with close access to trails and Kal Lake beach and the rail trail. It’s a 7 minute drive to downtown Vernon and only 4 minutes to the nearest grocery store. Only a 30 minute drive to Silver Star Resort area too. 

The townhouse is spacious and bright with a good sized fully stocked kitchen, and a big deck perfect for lounging.",Vernon,BC,V1B 4G4,,,1,585.0,80.0,718.2,2020-10-15,draft,Townhouse,,,,,,,,"['Hangers', 'Closet', 'Drawers']",Single bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Vernon
116,"Clean bedroom with desk,closet.",,Abbotsford,BC,V2T 6P9,,,1,669.0,91.0,820.8,2019-09-01,draft,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Abbotsford
117,In-law suite in Glenmore,,Kelowna,BC,V1Y 4E9,,,1,638.0,87.0,783.0,2019-09-01,draft,House,,,,,"['Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Fridge']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors']",,,Kelowna
118,Looking for a roomate!,,Kelowna,BC,V1X 4G6,,,1,669.0,91.0,820.8,2019-09-01,draft,Townhouse,,,,,"['Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Smoke Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Kelowna
119,,,,,,,,1,616.0,84.0,756.0,2019-08-01,deleted,Other,,,,,,,,,,,,,,,
120,Clean bedroom near beach and rail trail and bus stop out front,Looking for student as I need space when school is out,Vernon,BC,V1T 7M3,,,1,585.0,80.0,718.2,2019-09-01,draft,Apartment,,,,,"['Laundry Detergent', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,['Smoke Detector'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'Keep spaces clean']",,,Vernon
121,Healthy Room & Board,,Kelowna,BC,V1W 1L7,,,1,1003.0,137.0,1231.2,2019-09-01,draft,House,,,,"['Gym', 'Swimming pool', 'Common lounge', 'Storage locker']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Kelowna
122,Newly renovated in-law suite in Old Glenmore,,Kelowna,BC,V1Y 4E9,,,1,880.0,120.0,1080.0,2020-09-01,draft,House,,,,,"['Pantry Items', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Fridge']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors']",,,Kelowna
123,Semi-Private Basement Suite in our Family Home,"Available SEPTEMBER. We are looking for an international student. We like to learn about different cultures, customs and countries. You will have your own private bedroom/washroom/cooking facilities in our family house.  You will have one off-road parking space allocated to you. 
We are a busy home with small kids (aged 6 and 9) and one shift worker (RCMP dispatcher). We keep quiet hours at night and have a busy household mornings and weekends. We will share a large yard. We look forward to sharing meals with you monthly.",Lake Country,BC,V4V 1V8,,,1,880.0,120.0,1080.0,2022-09-01,draft,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Drawers', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Air conditioner', 'wifi', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean']",,,Lake Country
124,Furnished bedroom in a family setting in central Rutland.,"House located on a bus route just outside the house for pick up and return to Okanagan College, UBCO, a mall for shopping and downtown Kelowna. Walking distance to a grocery store and coffee shops.  We have a beautiful back yard with fruits and vegetables that we grow and a yard to relax in. You will have your own fridge and shelf space for your groceries. You will also have access to the washer and dryer for your clothes.  A tv with cable and a desk will be provided if you request.",Kelowna,BC,V1X 1A1,,,1,800.0,0.0,864.0,2022-05-01,listed,Townhouse,,,,,"['Pantry Items', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Window covering', 'Fenced yard', 'Kitchenware', 'Blow dryer']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
